İzmir,İzmir 3 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0232 618 1032 - 0232 618 1033,0507 456 0873,izmir.3nttcik@adalet.gov.tr,"Aliağa Ceza İnfaz Kurumları Kampüsü, Bahçedere Köyü No:63 Yenişakran/Aliağa/İZMİR",0232 618 1031,https://izmir3tcik.adalet.gov.tr/
İzmir,İzmir 4 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0232 618 1043 -,,izmir.4nttcik@adalet.gov.tr,"Aliağa Ceza İnfaz Kurumları Kampüsü, Bahçedere Köyü No:63 Yenişakran/Aliağa/İZMİR",0232 618 1041,https://izmir4tcik.adalet.gov.tr/
İzmir,İzmir Açık Ceza İnfaz Kurumu,0232 618 1003 - 0232 618 1009,0535 107 13 09,izmir.acik@adalet.gov.tr,"Aliağa Ceza İnfaz Kurumları Kampüsü, Bahçedere Köyü No:63 Yenişakran/Aliağa/İZMİR",0232 618 10 01,https://izmiracik.adalet.gov.tr/
İzmir,İzmir Buca Açık Ceza İnfaz Kurumu,0232 487 1366 - 0232 487 3170,,,"Kırklar Mahallesi, Karatekeli Cad. No:58/3  Buca/İZMİR",0232 487 1365,
İzmir,İzmir Buca Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu,0232 427 6003 - 0232 427 6004,,buca.ygkcik@adalet.gov.tr,Kırklar Mh. Karatekeli Cd. No:58/2 Kırklar/Buca/İZMİR,0232 427 6049,https://bucaygkcik.adalet.gov.tr/
İzmir,İzmir Çocuk ve Gençlik Kapalı Ceza İnfaz Kurumu,0232 618 1062 - 0232 618 1063,0507 456 0875,izmir.ckcik@adalet.gov.tr,İzmir Aliağa Ceza İnfaz Kurumları Kampüsü Karakayalar mevkii Bahçedere Köyü No:63/19 Yenişakran/Aliağa/İZMİR,0232 618 1061,https://izmircocukvegenclik.adalet.gov.tr/
İzmir,İzmir Denetimli Serbestlik Müdürlüğü,0232 462 7748 - 0507 820 0135,,dsm.izmir@adalet.gov.tr,İnkılap Mah. Akdoğan Caddesi No: 4 Buca / İzmir,0232 462 77 51,https://izmir.adalet.gov.tr/izmirds/index.html
İzmir,İzmir Kadın Kapalı Ceza İnfaz Kurumu,0232 618 1052 - 0232 618 1056,0507 456 0876,izmirkadkcik@adalet.gov.tr,"Aliağa Ceza İnfaz Kurumları Kampüsü, Bahçedere Köyü No:63 Yenişakran/Aliağa/İZMİR",0232 618 1051,https://izmirkkcik.adalet.gov.tr/
İzmir,Karşıyaka Denetimli Serbestlik Müdürlüğü,0232 381 0707 - 0507 820 0196,0507 820 0197,dsm.karsiyaka@adalet.gov.tr,İnkılap Mah. Akdoğan Cad. Şirinyer Nato Yanı No:4 Buca/İZMİR,0232 381 3828,https://karsiyaka.adalet.gov.tr/denetimli.html
İzmir,Menemen R Tipi Kapalı ve Açık Ceza İnfaz Kurumu,0232 507 10 42 - 0232 507 10 43,0536 866 6535,menemenrcik@adalet.gov.tr,Hatundere Mah. Hatundere Cad. No:100 Menemen/İZMİR,0232 507 1061,https://menemenrcik.adalet.gov.tr/
İzmir,Menemen T Tipi Kapalı Ceza İnfaz Kurumu,0232 507 1050 - 0232 507 1052,0533 051 8210,menementtcik@adalet.gov.tr,Hatundere Mah. Hatundere Sok. No:15 Menemen/İZMİR,0232 507 1051,https://menementcik.adalet.gov.tr/
İzmir,Ödemiş Açık Ceza İnfaz Kurumu (M Tipi),0232 546 0125 -,0506 600 6262,odemis.mtcik@adalet.gov.tr,Anafartalar Mahallesi 1257 Sokak No: 4 Ödemiş/ İZMİR,0232 546 0124,https://odemismcik.adalet.gov.tr/
İzmir,Ödemiş Açık Ceza İnfaz Kurumu (T Tipi),0232 557 2053 - 0232 557 2056,0536 866 0261,odemis.ttkacik@adalet.gov.tr,Kaymakçı Mah.Esseli Kümü Evleri No:11 Ödemiş/ İZMİR,0232 557 2059,https://odemistcik.adalet.gov.tr/
İzmir,Ödemiş Denetimli Serbestlik Müdürlüğü,0232 545 4623 - 0507 820 0096,,dsm.odemis@adalet.gov.tr,Akıncılar Mahallesi Hürriyet Caddesi Vergi Dairesi Hizmet Binası  K:3 Ödemiş/İZMİR,0232 545 4123,https://odemis.adalet.gov.tr/index.html
İzmir,Ödemiş M Tipi Kapalı Ceza İnfaz Kurumu,0232 546 0125 -,0506 600 6262,odemis.mtcik@adalet.gov.tr,Anafartalar Mahallesi 1257 Sokak No: 4 Ödemiş/ İZMİR,0232 546 0124,https://odemismcik.adalet.gov.tr/
İzmir,Ödemiş T Tipi Kapalı Ceza İnfaz Kurumu,0232 557 2053 - 0232 557 2056,,odemis.ttkacik@adalet.gov.tr,Kaymakçı Mah.Esseli Kümü Evleri No:11 Ödemiş/ İZMİR,0232 557 2058,https://odemistcik.adalet.gov.tr/
İzmir,Torbalı Açık Ceza İnfaz Kurumu,0232 856 1667 -,,torbali.acik@adalet.gov.tr,Murat Bey Mah. 3660 Sk. No:44 Torbalı/İZMİR,0232 856 0527,https://torbaliacik.adalet.gov.tr
İzmir,Torbalı Denetimli Serbestlik Müdürlüğü,-,,,,,
İzmir,Urla Çocuk Eğitimevi,0232 754 1290 -,,urla.cegt@adalet.gov.tr,Rüstem Mah. Yıldıztepe Sk. No: 11 Urla/İZMİR,0232 754 1273,
Kars,Kars Açık Ceza İnfaz Kurumu,0474 212 9071 -,,kars.acik@adalet.gov.tr,Karadağ Mahallesi Arpaçay Caddesi Kars Merkez,0474 212 9177,https://karsacik.adalet.gov.tr/
Kars,Kars Açık Ceza İnfaz Kurumu ( T Tipi),0474 223 1125 -,0535 107 1312,karskczv@adalet.gov.tr,Aydınlık evler mah. Subatan yolu mevkii Nato yolu üzeri No:60 Merkez /KARS,0474 223 1403,https://karstcik.adalet.gov.tr
Kars,Kars Denetimli Serbestlik Müdürlüğü,0474 223 8989 - 0507 820 0036,,dsm.kars@adalet.gov.tr,Yeni Şehir Mahallesi Çevre Yolu Caddesi 4/1  (Yeni Adalet Sarayı Zemin Kat)  Merkez/KARS,0474 223 8885,https://kars.adalet.gov.tr/
Kars,Kars T Tipi Kapalı Ceza İnfaz Kurumu,0474 212 9427 -,0535 107 1313,karskczv@adalet.gov.tr,Aydınlık Evler Mah. Subatan Yolu Mevkii Nato Yolu Üzeri No:60 Merkez /KARS,0474 212 4171,https://karstcik.adalet.gov.tr
Kastamonu,Araç Açık Ceza İnfaz Kurumu,0366 377 1118 -,,arac.acik@adalet.gov.tr,"Yukarıaraç Mahallesi, Kastamonu Caddesi, No:1 Araç/Kastamonu",0366 377 1119,https://aracacik.adalet.gov.tr/
Kastamonu,İnebolu Denetimli Serbestlik Müdürlüğü,0366 811 4257 - 0507 820 0136,,dsm.inebolu@adalet.gov.tr,"Avara Mahallesi , Şehit Er Rahmi YILMAZER Caddesi No:42 İnebolu Adalet Sarayı İnebolu/KASTAMONU",0366 811 5377,https://inebolu.adalet.gov.tr
Kastamonu,Kastamonu Açık Ceza İnfaz Kurumu (E Tipi),0366 215 1047 -,0506 600 61 37,kastamonu.etcik@adalet.gov.tr,Candaroğulları Mah. Miralay Halitbey Cad. No:15/1 Kastamonu-Merkez,0366 215 1078,https://kastamonuecik.adalet.gov.tr/
Kastamonu,Kastamonu Denetimli Serbestlik Müdürlüğü,0366 215 0347 - 0507 820 0037,,dsm.kastamonu@adalet.gov.tr,Candaroğulları Mah. Miralay Halitbey Cad. No:7 Kastamonu -Merkez,0366 215 0095,
Kastamonu,Kastamonu E Tipi Kapalı Ceza İnfaz Kurumu,0366 215 1047 - 0366 215 1426,0506 600 6137,kastamonu.etcik@adalet.gov.tr,Candaroğulları Mah. Miralay Halitbey Cad. No:15/1 Kastamonu-Merkez,0366 215 1078,https://kastamonuecik.adalet.gov.tr/
Kayseri,Develi B Tipi Kapalı Ceza İnfaz Kurumu,0352 621 6622 -,0506 600 6325,abbdeveli.btcik@adalet.gov.tr,Aşık Seyrani Mahallesi Muammer Kocatürk Caddesi No:21 Develi/KAYSERİ,0352 621 7369,https://develibcik.adalet.gov.tr/
Kayseri,Develi Denetimli Serbestlik Müdürlüğü,-,,,,,
Kayseri,Kayseri 1 Nolu T Kapalı Ceza İnfaz Kurumu,0352 712 1124 - 0352 712 1437,,kayseri.1nttkcik@adalet.gov.tr,Camiikebir Mah. Çardakkaya Sırtı Küme Evler No:1 Bünyan /KAYSERİ,0352 712 1912,https://kayserit1cik.adalet.gov.tr
Kayseri,Kayseri 2 Nolu T Kapalı Ceza İnfaz Kurumu,0352 712 1321 - 0352 712 0891,,kayseri.2nttkcik@adalet.gov.tr,Camiikebir Mah. Çardakkaya Sırtı Küme Evler No:1 Bünyan /KAYSERİ,0352 712 0559,https://kayserit2cik.adalet.gov.tr
Kayseri,Kayseri Açık Ceza İnfaz Kurumu,0352 712 3538 -,,kayseri.acik@adalet.gov.tr,Camiikebir Mah. Çardakkaya Sırtı Küme Evler No:1 Bünyan /KAYSERİ,0352 712 3079,https://kayseriacik.adalet.gov.tr/
Kayseri,Kayseri Çocuk ve Gençlik Kapalı Ceza İnfaz Kurumu,0352 712 25 76 - 0352 712 17 38,,kayseri.cocuk.kcik@adalet.gov.tr,Camiikebir Mah. Çardakkaya Sırtı Küme Evler No:1 Bünyan /KAYSERİ,0352 712 04 12,
Kayseri,Kayseri Denetimli Serbestlik Müdürlüğü,0352 221 1632 - 0507 820 0038,,dsm.kayseri@adalet.gov.tr,Tacettin Veli Mahallesi Tacettin Veli Bulvarı No:26 Melikgazi/KAYSERİ,0352 221 1633,https://kayseri.adalet.gov.tr/icsayfalar/denetim.html
Kayseri,Kayseri Kadın Kapalı Ceza İnfaz Kurumu,0352 712 3509 - 0352 712 2934,,kayseri.kkcik@adalet.gov.tr,"Yakutiye Mahallesi, 1237. Sokak, No:10 38600 Bünyan/KAYSERİ",0352 712 0752,https://kayserikkcik.adalet.gov.tr
Kayseri,Kayseri Kapalı Ceza İnfaz Kurumu,0352 235 6366 - 0352 235 54 00,0506 600 6138,kayseri.btoiccik@adalet.gov.tr,Gültepe Mahallesi Yapısanat Okulu 3.Sokak No:9 Melikgazi/KAYSERİ,0352 235 6549,https://kaysericik.adalet.gov.tr/
Kırklareli,Kırklareli Açık Ceza İnfaz Kurumu,0288 246 1211 -,0507 4560894,,Turist Mah. Babaeski Cad. No:1 Kavaklı/KIRKLARELİ,0288 246 1266,https://kirklareliacik.adalet.gov.tr/
Kırklareli,Kırklareli Denetimli Serbestlik Müdürlüğü,0288 212 4898 - 0507 820 0039,,dsm.kirklareli@adalet.gov.tr,Karacaibrahim Mah. Kanuni Muzaffer Göksel Baktagir Sok.Tutkunlar Akan Apt. No:7/B Kırklareli,0288 212 4821,https://kirklareli.adalet.gov.tr/dsm/index_dsm.html
Kırklareli,Kırklareli E Tipi Kapalı Ceza İnfaz Kurumu,0288 2124299 -,0506 600 6139,kirklareli.etcik@adalet.gov.tr,Bademlik Mah. Rodoplular Cad. E Tipi Ceza İnfaz Kurumu Sitesi No:52 KIRKLARELİ,0 288 2143255,https://kirklareliecik.adalet.gov.tr/
Kırklareli,Pınarhisar Kapalı Ceza İnfaz Kurumu,0288 615 1100 -,0506 600 6322,pinarhisar.ktcik@adalet.gov.tr,Beylik Mah. Salih Bilinmez Cad. No.139/1 Pınarhisar- Kırklareli,0288 615 4522,https://pinarhisarcik.adalet.gov.tr/
Kırklareli,Vize Kapalı Ceza İnfaz Kurumu,0288 318 2005 -,0506 600 6330,abbvize.kcik@adalet.gov.tr,Gazi Mahallesi Develi Yolu Sokak no:28 Vize/KIRKLARELİ,0288 318 1424,https://vizecik.adalet.gov.tr
Kırşehir,Kırşehir 1 Nolu Açık Ceza İnfaz Kurumu,0386 224 3424 -,0506 600 6240,kirsehir.acik@adalet.gov.tr,Kırşehir Ankara Karayolu 18. Km. Çuğun Mevkii/KIRŞEHİR,0386 224 3334,https://kirsehiracik.adalet.gov.tr/
Kırşehir,Kırşehir 2 Nolu Açık Ceza İnfaz Kurumu,0386 213 3361 - 0386  213  3371,,kirsehir.2nacik@adalet.gov.tr,"Kuşdilli Mahallesi, Ekizağıl Sokak No:43 Kırşehir Kampüs Ceza İnfaz Kurumları",0386 213 3308,https://kirsehir2acik.adalet.gov.tr/
Kırşehir,Kırşehir Denetimli Serbestlik Müdürlüğü,0386 213 1677 - 0507 820 0040,,dsm.kirsehir@adalet.gov.tr,Adliye Sarayı Kat-1 KIRŞEHİR,0386 214 0430,https://kirsehir.adalet.gov.tr/
Kırşehir,Kırşehir E Tipi Kapalı Ceza İnfaz Kurumu,0386 213 3382 -,0506 600 6140,kirsehir.etcik@adalet.gov.tr,Bağbaşı Mah. 962. Sk. No:7 KIRŞEHİR,0386 212 5000,https://kirsehirecik.adalet.gov.tr
Kırşehir,Kırşehir S Tipi Kapalı Ceza İnfaz Kurumu,0386 213 0144 -,,kirsehir.stkcik@adalet.gov.tr,"Kuşdilli Mahallesi, Ekizağıl Sokak No:43  MERKEZ/KIRŞEHİR",0386 213 3315,https://kirsehirscik.adalet.gov.tr/
Kırşehir,Kırşehir Y Tipi Kapalı Ceza İnfaz Kurumu,0386 212 1711 - 0386 212 1714,,kirsehir.ytkcik@adalet.gov.tr,Kuşdilli Mahallesi Ekizağıl Sokak No:43 Merkez/ Kırşehir,0386 212 1705,https://kirsehirytcik.adalet.gov.tr/
Kırşehir,Kırşehir Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu,0386 213 6013 - 0386 213 6020,,kirsehir.ygkcik@adalet.gov.tr,"Kuşdilli Mahallesi, Ekizağıl Sokak No:43 Merkez/ Kırşehir",0386 213 60 14,https://kirsehirycik.adalet.gov.tr/
Kocaeli,Gebze Denetimli Serbestlik Müdürlüğü,0262 641 10 03 - 0507 820 0141,,dsm.gebze@adalet.gov.tr,Mevlana Mah. Soma Maden Şehitleri Cad. No:8 Gebze Adalet Sarayı F Blok 1. Kat Gebze/ KOCAELİ,0262 644 0904,https://gebze.adalet.gov.tr/dsm/index.htm
Kocaeli,Gebze Kadın Kapalı Ceza İnfaz Kurumu,0262 641 1164 -,0506 600 6249,gebze.mtcik@adalet.gov.tr,Arapçeşme Mah. Şehitonbaşı Ontay Cd. N:2 Gebze/KOCAELİ,0262 641 3750,https://gebzekkcik.adalet.gov.tr
Kocaeli,Kocaeli 1 Nolu F Tipi Yüksek Güvenlikli Ceza İnfaz Kurumu,0262 581 5623 -,0506 600 6141,kocaeli1nftcik@adalet.gov.tr,Kandıra Yolu 20. Km. Çal Mevkii 41600 İzmit/KOCAELİ,0262 581 5664,https://kocaelif1.adalet.gov.tr/
Kocaeli,Kocaeli 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0262 581 5053 - 0262 581 5044,0507 760 7208,kocaeli.1nttkcik@adalet.gov.tr,Kandıra Yolu 20. Km. Çal Mevkii 41600 İzmit/KOCAELİ,0262 581 5035,https://kocaeli1tcik.adalet.gov.tr/
Kocaeli,Kocaeli 2 Nolu F Tipi Yüksek Güvenlikli Ceza İnfaz Kurumu,0262 581 5642 - 0262 581 5643,0506 600 6241,kocaeli.2nftcik@adalet.gov.tr,Kandıra Yolu 20. Km. Çal Mevkii 41600 İzmit/KOCAELİ,0262 581 5644,https://kocaeli2fcik.adalet.gov.tr
Kocaeli,Kocaeli 2 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0262 581 59 19 - 0262 581 5920,0507 760 7207,kocaeli.2nttkcik@adalet.gov.tr,Kandıra Yolu Üzeri 22. km Çal Mevkii  Kandıra / KOCAELİ,0262 581 5710,https://kocaeli2tcik.adalet.gov.tr/
Kocaeli,Kocaeli Açık Ceza İnfaz Kurumu,0262 581 5131 - 0262 581 5134,,kocaeli.acik@adalet.gov.tr,Kocakaymaz Mahallesi Eski Kandıra Caddesi Çal Mevkii No:11 Kandıra / KOCAELİ,0262 581 5349,https://kocaeliacik.adalet.gov.tr/
Kocaeli,Kocaeli Denetimli Serbestlik Müdürlüğü,0262 325 5766 - 0538 395 2247,,dsm.kocaeli@adalet.gov.tr,Mehmetalipaşa Mah. Turan Güneş Cad. No:244/2 (Üçyol Mevkii Vakıfbanak Üstü) İzmit / KOCAELİ,0262 325 5767,https://kocaeli.adalet.gov.tr/
Konya,Akşehir Açık Ceza İnfaz Kurumu (T Tipi),0332 813 6321 -,0506 600 6229,aksehir.acik@adalet.gov.tr,Kozağaç Mah. 3. Toplu konut Sk. No:25 Akşehir/KONYA,0332 813 8623,https://aksehirtcik.adalet.gov.tr/
Konya,Akşehir Denetimli Serbestlik Müdürlüğü,0332 812 1473 - 0507 820 0082,,dsm.aksehir@adalet.gov.tr,"Yeni Mah. 34003. Sok. PTT Karşısı Kat:2-3, No:1 Akşehir/KONYA",0 332 812 4848,https://cte-ds.adalet.gov.tr
Konya,Akşehir T Tipi Kapalı ve Açık Ceza İnfaz Kurumu,0 332 813 63 21 -,0 506 600 62 29,abbaksehir.ttcik@adalet.gov.tr,Kozağaç mahallesi 31333 sokak 3.toplu konut no:25 Akşehir/Konya,0332 814 00 40,https://aksehirtcik.adalet.gov.tr
Konya,Ereğli (Konya) 2 Nolu Y Tipi Kapalı Ceza İnfaz Kurumu,0332 717 0436 - 0332 717 0425,,eregli.2nytkcik@adalet.gov.tr,"Sarıtopallı Mahallesi, Konya Ereğli Caddesi, 1690/C, Ereğli/KONYA",0332 717 0392,https://eregli2ycik.adalet.gov.tr/
Konya,Ereğli (Konya) Açık Ceza İnfaz Kurumu (T Tipi),0332 710 2023 -,,konya.eregli.ttkacik@adalet.gov.tr,Toros Mah. Yurt Cad. No:17 Ereğli/KONYA,0332 710 2024,https://ereglitcik.adalet.gov.tr/
Konya,Ereğli (Konya) Kampüs Açık Ceza İnfaz Kurumu Müdürlüğü,0332 717 0064 -,,ereglikampusacik@adalet.gov.tr,Sarıtopallı Mahallesi Konya Ereğli Caddesi 10.Km No:1690 Organize Sanayi Bölgesi Kavşağı EREĞLİ / KONYA,0332 717 0065,https://ereglikampusacik.adalet.gov.tr/
Konya,Ereğli (Konya) T Tipi Kapalı Ceza İnfaz Kurumu,0332 710 2031 - 0332 710 2032,,konya.eregli.ttkacik@adalet.gov.tr,Toros Mah. Yurt Cad. No:17 Ereğli/KONYA,0332 713 0729,https://ereglitcik.adalet.gov.tr/
Konya,Ereğli 1 Nolu Y Tipi Kapalı Ceza İnfaz Kurumu,0332 717 0478 -,,eregli.1nytkcik@adalet.gov.tr,Sarıtopallı Mah. Konya Ereğli Cad. No.:1690/B EREĞLİ/KONYA,0332 717 0479,https://eregli1ycik.adalet.gov.tr/
Konya,Ereğli Denetimli Serbestlik Müdürlüğü,0332 713 5984 - 0507 820 0142,,dsm.eregli@adalet.gov.tr,Cahi Mah.Cahi Cad.Yeni Adalet Sarayı Zemin Kat No:31 Ereğli/Konya,0332 713 3383,
Konya,Ereğli Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu,0332 717 0453 - 0332 717 0463,,eregli.ygkcik@adalet.gov.tr,Sarıtopallı Mahallesi Konya Ereğli Caddesi 1690/A Ereğli/KONYA,0332 717 0473,https://eregliygcik.adalet.gov.tr/
Konya,Konya Açık Ceza İnfaz Kurumu,0332 351 3914 -,0506 600 6242,konya.acik@adalet.gov.tr,Kuzgun Kavak Mah. Sultan Velet Cad. NO: 44/A 4250 Karatay/KONYA,0332 350 1741,https://konyaacik.adalet.gov.tr/
Konya,Konya Denetimli Serbestlik Müdürlüğü,0332 355 8860 - 0536 866 0217,,dsm.konya@adalet.gov.tr,İhsaniye Mahallesi Müneccimbaşı Sokak No.5-C Selçuklu/KONYA,0332 355 8890,https://konya.adalet.gov.tr/KONYA_DSM/index.html
Konya,Konya E Tipi Kapalı Ceza İnfaz Kurumu,0332 355 1332 - 0332 355 1334,0506 600 6142,konya.etcik@adalet.gov.tr,Akabe Mahallesi Alaaddin Kab Cad. No:140 Karatay/KONYA,0332 355 3145,https://konyaecik.adalet.gov.tr/
Konya,Seydişehir Açık Ceza İnfaz Kurumu (T Tipi),0332 582 4017 -,0506 600 6342,seydisehir.ttkacik@adalet.gov.tr,Kurtuluş Caddesi Saadetler Mah. No:9 Seydişehir/KONYA,0332 582 4016,https://seydisehirtcik.adalet.gov.tr/
Konya,Seydişehir Denetimli Serbestlik Müdürlüğü,0332 582 8798 - 0332 582 3618,0507 820 0182,dsm.seydisehir@adalet.gov.tr,Hacıseyitali Mahallesi Atatürk Caddesi No:2 Kat:4 Seydişehir/KONYA,0332 582 0690,
Konya,Seydişehir T Tipi Kapalı Ceza İnfaz Kurumu,0332 582 4014 - 0332 582 3014,0506 600 6342,seydisehir.ttkacik@adalet.gov.tr,Kurtuluş Caddesi Saadetler Mah. No:9 Seydişehir/KONYA,0332 582 4016,https://seydisehirtcik.adalet.gov.tr/
Kütahya,Kütahya Açık Ceza İnfaz Kurumu (T Tipi),0274 225 6678 - 0274 225 6679,0506 600 6143,kutahya.ttcik@adalet.gov.tr,Parmakören Mah. Karaöz Mevkii Cezaevi Sk. No:1 Merkez/KÜTAHYA,0274 225 6677,https://kutahyatcik.adalet.gov.tr/
Kütahya,Kütahya Denetimli Serbestlik Müdürlüğü,0274 216 3060 - 0539 550 1887,,dsm.kutahya@adalet.gov.tr,30 Ağustos Mh. Pilot Cd. Azot Sitesi E-2 Blok No: 17 Merkez/KÜTAHYA,0274 216 8746,https://cte-ds.adalet.gov.tr
Kütahya,Kütahya T Tipi Kapalı Ceza İnfaz Kurumu,0274 225 6678 - 0274 225 6679,,kutahya.ttcik@adalet.gov.tr,Hilalkent Mh. Ceza İnfaz Kurumu Yerleşkesi No:1 Merkez/KÜTAHYA,0274 225 6677,https://kutahyatcik.adalet.gov.tr/
Kütahya,Tavşanlı Açık Ceza İnfaz Kurumu (T Tipi),0274 616 1216 -,,tavsanli.ttcik@adalet.gov.tr,Çukurköy Mahallesi Yeni Sanayi Leblebiciler Sitesi Küme Evleri No:24 Tavşanlı / KÜTAHYA,0274 616 1101,https://tavsanlitcik.adalet.gov.tr
Kütahya,Tavşanlı Denetimli Serbestlik Müdürlüğü,0274 615 2521 - 0507 820 0143,,dsm.tavsanli@adalet.gov.tr,Yeni Mahalle. Emet Caddesi. No:27/3 Tavşanlı/KÜTAHYA,0274 615 2521,
Kütahya,Tavşanlı T Tipi Kapalı Ceza İnfaz Kurumu,0274 616 1143 -,,tavsanli.ttcik@adalet.gov.tr,Çukurköy Mahallesi Yeni Sanayi Leblebiciler Sitesi Küme Evleri No:24 Tavşanlı / KÜTAHYA,0274 616 1101,https://tavsanlitcik.adalet.gov.tr
Malatya,Akçadağ Açık Ceza İnfaz Kurumu (T Tipi),0422 503 3030 - 0422 503 3031,,,https://akcadagtcik.adalet.gov.tr/,0422 503 3032,https://akcadagtcik.adalet.gov.tr/
Malatya,Akçadağ T Tipi Kapalı ve Açık Ceza İnfaz Kurumu,0422 504 3030 -,0552 861 1044,akcadag.ttkcik@adalet.gov.tr,"Kotangölü Mahallesi ,Kotangölü Sokak No:112/4 Akçadağ/MALATYA",0422 504 3031,https://akcadagtcik.adalet.gov.tr/
Malatya,Doğanşehir Açık Ceza İnfaz Kurumu,0422 517 3032 -,0535 107 1319,dogansehir.acik@adalet.gov.tr,Esentepe Mahallesi Esentepe Caddesi No:12 Doğanşehir/MALATYA,0422 517 3031,https://dogansehiracik.adalet.gov.tr
Malatya,Malatya Açık Ceza İnfaz Kurumu,0 422 238 01 53 - 0422 238 0153,0506 600 6144,malatya.etcik@adalet.gov.tr,Yakınca Mah. Mehmet Tahir Akgün Cd. No 54/1.-Yeşilyurt/MALATYA,0422 238 0193,https://malatyaecik.adalet.gov.tr/
Malatya,Malatya Denetimli Serbestlik Müdürlüğü,0422 324 1676 - 0 422 324 16 77,0 507 820 00 44,dsm.malatya@adalet.gov.tr,Halefettin Mah. Adliye Sk. No:10 Battalgazi/Malatya,0422 324 1686,
Manisa,Akhisar Açık Ceza İnfaz Kurumu,0236 431 3107 -,,,Süleymanlı Mah. Mürsel Paşa Cad. Nu: 166/1 Akhisar/MANİSA,0236 427 2600,
Manisa,Akhisar Denetimli Serbestlik Müdürlüğü,0236 412 6029 - 0507 820 0145,,dsm.akhisar@adalet.gov.tr,Hürriyet Mahallesi 223 Sokak No:51 AKHİSAR,0236 412 9419,https://akhisar.adalet.gov.tr
Manisa,Akhisar T Tipi Kapalı Ceza İnfaz Kurumu,0236 414 1035 - 0236 431 2262,0506 600 6228,abbakhisar.ttkcik@adalet.gov.tr,Süleymanlı Mahallesi Mürsel Paşa Caddesi No : 164 Akhisar/MANİSA,0236 412 2894,https://akhisarcik.adalet.gov.tr
Manisa,Alaşehir Denetimli Serbestlik Müdürlüğü,0236 653 6371 -,0507 8200185,dsm.alasehir@adalet.gov.tr,Sakarya Mah. İsmetpaşa Cad. No: 44   Kat:3  Adliye Ek Bina              ALAŞEHİR/MANİSA,0236 653 6371,
Manisa,Alaşehir M Tipi Kapalı Ceza İnfaz Kurumu,0236 653 1502 -,0506 600 6245,abbalsehir.mtcik@adalet.gov.tr,"Barış Mah.Yıldırım Beyazıt Cad,No:95-Alaşehir/MANİSA",0236 653 2829,https://alasehirmcik.adalet.gov.tr/
Manisa,Demirci Açık Ceza İnfaz Kurumu Müdürlüğü,0236 462 1023 - 0236 462 1123,,demirci.acik@adalet.gov.tr,Şehreküstü Mahallesi Anadolu_1 Caddesi No:27/1 Demirci -MANİSA,0236 462 0823,https://demirciacik.adalet.gov.tr/
Manisa,Manisa 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0236 265 7232 - 0236 265 7233,0507 456 0893,manisa.ttcik@adalet.gov.tr,Çınarlıkuyu Mah. Çınarlıkuyu Sok. No:224/C Şehzadeler/MANİSA,0236 265 7231,https://manisatcik.adalet.gov.tr/
Manisa,Manisa 2 Nolu T Tipi Kapalı Ceza İnfaz Kurumu Müdürlüğü,-,,,,,
Manisa,Manisa Açık Ceza İnfaz Kurumu,0236 265 7236 -,0536 866 4845,manisa.acik@adalet.gov.tr,Çınarlıkuyu Mah. Çınarlıkuyu Sok. No:224/D Şehzadeler/MANİSA,0236 265 7235,https://manisaacik.adalet.gov.tr/
Manisa,Manisa Açık Ceza İnfaz Kurumu (E Tipi),0236 231 6302 - 0236 231 5791,0506 600 6145,manisaetczv@adalet.gov.tr,Turgut Özal Mah. Turgutlu Caddesi No: 98 45040 Şehzadeler/MANİSA,0236 232 0162,https://manisaecik.adalet.gov.tr/
Manisa,Manisa Denetimli Serbestlik Müdürlüğü,0236 236 3301 - 0236 250 0144,0507 820 0045,dsm.manisa@adalet.gov.tr,Merkezefendi Mh. 3819 Sok. No:80/5-6 Yunusemre/Manisa,0236 236 3302,https://manisa.adalet.gov.tr/manisa-denetimli-serbestlik-mudurlugu
Manisa,Manisa E Tipi Kapalı Ceza İnfaz Kurumu,0236 231 5791 - 0236 231 6302,0506 600 6145,manisaetczv@adalet.gov.tr,Turgut Özal Mah. Turgutlu Caddesi No: 98 45040 Şehzadeler/MANİSA,0236 232 0162,https://manisaecik.adalet.gov.tr/
Manisa,Manisa L Tipi Kapalı Ceza İnfaz Kurumu Müdürlüğü,-,,,,,
Manisa,Salihli Açık Ceza İnfaz Kurumu (T Tipi),0236 734 2511 -,0 535 107 1327,abbsalihli.ctcik@adalet.gov.tr/,Durasıllı Mah. 154 Sok. No:2 Salihli/MANİSA,0236 734 2510,https://salihlitcik.adalet.gov.tr/
Manisa,Salihli Denetimli Serbestlik Müdürlüğü,0236 714 9818 - 0507 820 0195,,dsm.salihli@adalet.gov.tr,Şehitler mahallesi çiçek caddesi Adliye sarayı 3.Kat. Salihli /MANİSA,0236 714 9815,https://salihli.adalet.gov.tr/
