İl,İlçe,Kurum Adı,Vergi No,Vergi Dairesi,Hesap Türü,Banka Adı,IBAN
Sinop,Boyabat,Boyabat İcra Dairesi,4690034384,Boyabat Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR150001500158007300586623
Sinop,Durağan,Durağan İcra Dairesi,3140064395,DURAĞAN MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR810001500158007300646157
Sinop,Durağan,Durağan İcra Dairesi,3140064395,DURAĞAN MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR390001500158007300646137
Sinop,Durağan,Durağan İcra Dairesi,3140064395,DURAĞAN MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR420001500158007300646083
Sinop,Sinop,Sinop İcra Dairesi,7710215837,SİNOP VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR850001500158007290492998
Sinop,Sinop,Sinop İcra Dairesi,7710215837,SİNOP VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR880001500158007300569013
Sinop,Sinop,Sinop İcra Dairesi,7710215837,SİNOP VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR100001500158007285349662
Sinop,Ayancık,Ayancık İcra Dairesi,1070244685,AYANCIK MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR030001500158007300585675
Sinop,Ayancık,Ayancık İcra Dairesi,1070244685,AYANCIK MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR070001500158007300585797
Sinop,Ayancık,Ayancık İcra Dairesi,1070244685,AYANCIK MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR670001500158007300585687
Sinop,Gerze,Gerze İcra Dairesi,3940399436,GERZE MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR950001500158007300586541
Sinop,Gerze,Gerze İcra Dairesi,3940399436,GERZE MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR780001500158007300586556
Sinop,Gerze,Gerze İcra Dairesi,3940399436,GERZE MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR460001500158007300586550
Sinop,Türkeli,Türkeli İcra Dairesi,8770161318,TÜRKELİ MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR390001500158007300579207
Sinop,Türkeli,Türkeli İcra Dairesi,8770161318,TÜRKELİ MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR150001500158007300579154
Sinop,Türkeli,Türkeli İcra Dairesi,8770161318,TÜRKELİ MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR790001500158007300579263
Sivas,Sivas,Sivas İcra Dairesi,7710521093,SİTE VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR970001500158007307991291
Sivas,Sivas,Sivas İcra Dairesi,7710521093,SİTE VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR720001500158007307991353
Sivas,Sivas,Sivas İcra Dairesi,7710521093,SİTE VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR910001500158007307991399
Sivas,Divriği,Divriği İcra Dairesi,301039858,DİVRİĞİ MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR070001500158007290497409
Sivas,Divriği,Divriği İcra Dairesi,301039858,DİVRİĞİ MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR540001500158007299354021
Sivas,Divriği,Divriği İcra Dairesi,301039858,DİVRİĞİ MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR770001500158007284959777
Sivas,Gemerek,Gemerek İcra Dairesi,3910047227,Gemerek Mal Müdürlüğü,Harç,T. Vakıflar Bankası T.A.O.,TR350001500158007299279188
Sivas,Gemerek,Gemerek İcra Dairesi,3910047227,Gemerek Mal Müdürlüğü,Emanet,T. Vakıflar Bankası T.A.O.,TR380001500158007293610357
Sivas,Gemerek,Gemerek İcra Dairesi,3910047227,Gemerek Mal Müdürlüğü,Cezaevi,T. Vakıflar Bankası T.A.O.,TR680001500158007293610399
Sivas,İmranlı,İmranlı İcra Dairesi,8150178833,İMRANLI MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR400001500158007300613430
Sivas,İmranlı,İmranlı İcra Dairesi,8150178833,İMRANLI MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR890001500158007300613421
Sivas,İmranlı,İmranlı İcra Dairesi,8150178833,İMRANLI MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR410001500158007300613412
Sivas,Kangal,Kangal İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR900001500158007293339858
Sivas,Kangal,Kangal İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR980001500158007292512207
Sivas,Kangal,Kangal İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR590001500158007299418339
Sivas,Şarkışla,Şarkışla İcra Dairesi,8000057207,ŞARKIŞLA MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR820001500158007290575890
Sivas,Şarkışla,Şarkışla İcra Dairesi,8000057207,ŞARKIŞLA MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR080001500158007292258911
Sivas,Şarkışla,Şarkışla İcra Dairesi,8000057207,ŞARKIŞLA MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR700001500158007300576418
Sivas,Yıldızeli,Yıldızeli İcra Dairesi,4690349005,YILDIZELİ MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR770001500158007300622173
Sivas,Yıldızeli,Yıldızeli İcra Dairesi,4690349005,YILDIZELİ MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR630001500158007300622134
Sivas,Yıldızeli,Yıldızeli İcra Dairesi,4690349005,YILDIZELİ MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR270001500158007300622103
Sivas,Zara,Zara İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR340001500158007300592877
Sivas,Zara,Zara İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR400001500158007300593157
Sivas,Zara,Zara İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR500001500158007300593171
Sivas,Gürün,Gürün İcra Dairesi,4690061408,GÜRÜN MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR940001500158007300583649
Sivas,Gürün,Gürün İcra Dairesi,4690061408,GÜRÜN MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR140001500158007300583731
Sivas,Gürün,Gürün İcra Dairesi,4690061408,GÜRÜN MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR960001500158007300583710
Tekirdağ,Tekirdağ,Tekirdağ İcra Dairesi,8360073878,SÜLEYMANPAŞA VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR310001500158007300573337
Tekirdağ,Tekirdağ,Tekirdağ İcra Dairesi,8360073878,SÜLEYMANPAŞA VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR240001500158007290521353
Tekirdağ,Tekirdağ,Tekirdağ İcra Dairesi,8360073878,SÜLEYMANPAŞA VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR440001500158007299381167
Tekirdağ,Marmaraereğlisi,Marmaraereğlisi İcra Dairesi,6090063750,Marmaraereğlisi Mal Müdürlüğü,Emanet,T. Vakıflar Bankası T.A.O.,TR600001500158007300578247
Tekirdağ,Marmaraereğlisi,Marmaraereğlisi İcra Dairesi,6090063750,Marmaraereğlisi Mal Müdürlüğü,Harç,T. Vakıflar Bankası T.A.O.,TR980001500158007300578242
Tekirdağ,Marmaraereğlisi,Marmaraereğlisi İcra Dairesi,6090063750,Marmaraereğlisi Mal Müdürlüğü,Cezaevi,T. Vakıflar Bankası T.A.O.,TR170001500158007300578245
Tekirdağ,Hayrabolu,Hayrabolu İcra Dairesi,4600059655,HAYRABOLU VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR160001500158007300574480
Tekirdağ,Hayrabolu,Hayrabolu İcra Dairesi,4600059655,HAYRABOLU VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR290001500158007300574440
Tekirdağ,Hayrabolu,Hayrabolu İcra Dairesi,4600059655,HAYRABOLU VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR870001500158007300574463
Tekirdağ,Malkara,Malkara İcra Dairesi,6110307506,MALKARA VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR650001500158007299394660
Tekirdağ,Malkara,Malkara İcra Dairesi,6110307506,MALKARA VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR800001500158007298979521
Tekirdağ,Malkara,Malkara İcra Dairesi,6110307506,MALKARA VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR590001500158007298979414
Tekirdağ,Muratlı,Muratlı İcra Dairesi,6240054041,MURATLI VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR530001500158007300584290
Tekirdağ,Muratlı,Muratlı İcra Dairesi,6240054041,MURATLI VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR130001500158007300584234
Tekirdağ,Muratlı,Muratlı İcra Dairesi,6240054041,MURATLI VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR710001500158007300584257
Tekirdağ,Şarköy,Şarköy İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR220001500158007300593772
Tekirdağ,Şarköy,Şarköy İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR850001500158007300593705
Tekirdağ,Şarköy,Şarköy İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR200001500158007300593808
Tekirdağ,Çorlu,Çorlu İcra Dairesi,2610650260,ÇORLU VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR470001500158007307203872
Tekirdağ,Çorlu,Çorlu İcra Dairesi,2610650260,ÇORLU VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR380001500158007307203840
Tekirdağ,Çorlu,Çorlu İcra Dairesi,2610650260,ÇORLU VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR620001500158007307203893
Tekirdağ,Saray(Tekirdağ),Saray(Tekirdağ) İcra Dairesi,7450256948,Saray Mal Müdürlüğü,Cezaevi,T. Vakıflar Bankası T.A.O.,TR230001500158007300568534
Tekirdağ,Saray(Tekirdağ),Saray(Tekirdağ) İcra Dairesi,7450256948,Saray Mal Müdürlüğü,Emanet,T. Vakıflar Bankası T.A.O.,TR280001500158007300568250
Tekirdağ,Saray(Tekirdağ),Saray(Tekirdağ) İcra Dairesi,7450256948,Saray Mal Müdürlüğü,Harç,T. Vakıflar Bankası T.A.O.,TR510001500158007300568515
Tekirdağ,Çerkezköy,Çerkezköy İcra Dairesi,2420057358,ÇERKEZKÖY VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR650001500158007300574859
Tekirdağ,Çerkezköy,Çerkezköy İcra Dairesi,2420057358,ÇERKEZKÖY VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR100001500158007290502884
Tekirdağ,Çerkezköy,Çerkezköy İcra Dairesi,2420057358,ÇERKEZKÖY VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR980001500158007299389604
Tokat,Tokat,Tokat İcra Dairesi,8460798721,TOKAT VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR770001500158007308346477
Tokat,Tokat,Tokat İcra Dairesi,8460798721,TOKAT VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR490001500158007308346496
Tokat,Tokat,Tokat İcra Dairesi,8460798721,TOKAT VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR800001500158007308346520
Tokat,Almus,Almus İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR150001500158007300594383
Tokat,Almus,Almus İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR220001500158007300594354
Tokat,Almus,Almus İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR680001500158007300594399
Tokat,Artova,Artova İcra Dairesi,850363387,ARTOVA MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR610001500158007300572021
Tokat,Artova,Artova İcra Dairesi,850363387,ARTOVA MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR730001500158007300571999
Tokat,Artova,Artova İcra Dairesi,850363387,ARTOVA MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR280001500158007300572033
Tokat,Erbaa,Erbaa İcra Dairesi,4690181472,ERBAA VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR980001500158007300559812
Tokat,Erbaa,Erbaa İcra Dairesi,4690181472,ERBAA VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR980001500158007299328397
Tokat,Erbaa,Erbaa İcra Dairesi,4690181472,ERBAA VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR820001500158007290499260
Tokat,Niksar,Niksar İcra Dairesi,6310045995,NİKSAR VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR750001500158007290495797
Tokat,Niksar,Niksar İcra Dairesi,6310045995,NİKSAR VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR390001500158007299445083
Tokat,Niksar,Niksar İcra Dairesi,6310045995,NİKSAR VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR600001500158007290495873
Tokat,Reşadiye,Reşadiye İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR960001500158007300576144
Tokat,Reşadiye,Reşadiye İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR950001500158007300576162
Tokat,Reşadiye,Reşadiye İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR080001500158007300576176
Tokat,Zile,Zile İcra Dairesi,9980088833,ZİLE VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR850001500158007299429414
Tokat,Zile,Zile İcra Dairesi,9980088833,ZİLE VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR520001500158007298080156
Tokat,Zile,Zile İcra Dairesi,9980088833,ZİLE VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR970001500158007298080025
Tokat,Turhal,Turhal İcra Dairesi,4690059230,TURHAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR790001500158007290501060
Tokat,Turhal,Turhal İcra Dairesi,4690059230,TURHAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR200001500158007299471324
Tokat,Turhal,Turhal İcra Dairesi,4690059230,TURHAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR660001500158007290498578
Trabzon,Trabzon,Trabzon İcra Dairesi,8590587307,YOMRA MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR900001500158007301568659
Trabzon,Trabzon,Trabzon İcra Dairesi,8590587307,YOMRA MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR730001500158007301568674
Trabzon,Trabzon,Trabzon İcra Dairesi,8590587307,YOMRA MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR650001500158007301568624
Trabzon,Akçaabat,Akçaabat İcra Dairesi,180045431,AKÇAABAT VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR680001500158007290498445
Trabzon,Akçaabat,Akçaabat İcra Dairesi,180045431,AKÇAABAT VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR560001500158007293652519
Trabzon,Akçaabat,Akçaabat İcra Dairesi,180045431,AKÇAABAT VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR510001500158007299471057
Trabzon,Araklı,Araklı İcra Dairesi,710059622,ARAKLI MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR490001500158007300579900
Trabzon,Araklı,Araklı İcra Dairesi,710059622,ARAKLI MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR500001500158007300579979
Trabzon,Araklı,Araklı İcra Dairesi,710059622,ARAKLI MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR430001500158007300580008
Trabzon,Çaykara,Çaykara İcra Dairesi,4690386235,ÇAYKARA MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR220001500158007300743734
Trabzon,Çaykara,Çaykara İcra Dairesi,4690386235,ÇAYKARA MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR690001500158007300743761
Trabzon,Çaykara,Çaykara İcra Dairesi,4690386235,ÇAYKARA MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR310001500158007300743766
Trabzon,Maçka,Maçka İcra Dairesi,80099381,MAÇKA MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR950001500158007300577908
Trabzon,Maçka,Maçka İcra Dairesi,80099381,MAÇKA MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR020001500158007300577933
Trabzon,Maçka,Maçka İcra Dairesi,80099381,MAÇKA MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR510001500158007300577827
Trabzon,Of,Of İcra Dairesi,6340049304,OF VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR830001500158007300567454
Trabzon,Of,Of İcra Dairesi,6340049304,OF VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR340001500158007300567463
Trabzon,Of,Of İcra Dairesi,6340049304,OF VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR570001500158007300567437
Trabzon,Sürmene,Sürmene İcra Dairesi,4690034787,SÜRMENE MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR440001500158007300567477
Trabzon,Sürmene,Sürmene İcra Dairesi,4690034787,SÜRMENE MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR110001500158007300567489
Trabzon,Sürmene,Sürmene İcra Dairesi,4690034787,SÜRMENE MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR590001500158007300567498
Trabzon,Tonya,Tonya İcra Dairesi,8500045140,TONYA MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR660001500158007300676885
Trabzon,Tonya,Tonya İcra Dairesi,8500045140,TONYA MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR970001500158007300676909
Trabzon,Tonya,Tonya İcra Dairesi,8500045140,TONYA MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR880001500158007300676974
Trabzon,Vakfıkebir,Vakfıkebir İcra Dairesi,9220079948,VAKFIKEBİR VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR280001500158007300569026
Trabzon,Vakfıkebir,Vakfıkebir İcra Dairesi,9220079948,VAKFIKEBİR VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR020001500158007300569009
Trabzon,Vakfıkebir,Vakfıkebir İcra Dairesi,9220079948,VAKFIKEBİR VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR280001500158007300328660
Tunceli,Tunceli,Tunceli İcra Dairesi,80038857,TUNCELİ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR430001500158007299370612
Tunceli,Tunceli,Tunceli İcra Dairesi,80038857,TUNCELİ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR940001500158007279074093
Tunceli,Tunceli,Tunceli İcra Dairesi,80038857,TUNCELİ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR980001500158007290542525
Tunceli,Hozat,Hozat İcra Dairesi,4640084301,HOZAT MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR930001500158007300613349
Tunceli,Hozat,Hozat İcra Dairesi,4640084301,HOZAT MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR480001500158007300613383
Tunceli,Hozat,Hozat İcra Dairesi,4640084301,HOZAT MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR680001500158007300613411
Tunceli,Mazgirt,Mazgirt İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR590001500158007300732301
Tunceli,Mazgirt,Mazgirt İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR760001500158007300732286
Tunceli,Nazımiye,Nazımiye İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR340001500158007300638273
Tunceli,Nazımiye,Nazımiye İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR520001500158007300638240
Tunceli,Ovacık(Tunceli),Ovacık(Tunceli) İcra Dairesi,4690437860,OVACIK MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR900001500158007300721267
Tunceli,Ovacık(Tunceli),Ovacık(Tunceli) İcra Dairesi,4690437860,OVACIK MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR460001500158007300721283
Tunceli,Ovacık(Tunceli),Ovacık(Tunceli) İcra Dairesi,4690437860,OVACIK MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR130001500158007300721295
Tunceli,Pertek,Pertek İcra Dairesi,7280051911,PERTEK MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR090001500158007300683731
Tunceli,Pertek,Pertek İcra Dairesi,7280051911,PERTEK MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR160001500158007300683702
Tunceli,Pertek,Pertek İcra Dairesi,7280051911,PERTEK MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR030001500158007300683742
Tunceli,Pülümür,Pülümür İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR110001500158007300751692
Tunceli,Pülümür,Pülümür İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR660001500158007300751672
Şanlıurfa,Siverek,Siverek İcra Dairesi,4690064435,SİVEREK VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR620001500158007300572100
Şanlıurfa,Siverek,Siverek İcra Dairesi,4690064435,SİVEREK VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR020001500158007300572016
Şanlıurfa,Siverek,Siverek İcra Dairesi,4690064435,SİVEREK VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR200001500158007300572080
Şanlıurfa,Hilvan,Hilvan İcra Dairesi,4630311414,HİLVAN MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR640001500158007300587972
Şanlıurfa,Hilvan,Hilvan İcra Dairesi,4630311414,HİLVAN MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR620001500158007300587911
Şanlıurfa,Hilvan,Hilvan İcra Dairesi,4630311414,HİLVAN MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR220001500158007300587952
Şanlıurfa,Şanlıurfa,Şanlıurfa İcra Dairesi,1770001741,TOPÇUMEYDANI VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR350001500158007299346603
Şanlıurfa,Şanlıurfa,Şanlıurfa İcra Dairesi,1770001741,TOPÇUMEYDANI VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR320001500158007290527320
Şanlıurfa,Şanlıurfa,Şanlıurfa İcra Dairesi,1770001741,TOPÇUMEYDANI VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR650001500158007300565450
Şanlıurfa,Akçakale,Akçakale İcra Dairesi,180150587,AKÇAKALE MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR050001500158007300580498
Şanlıurfa,Akçakale,Akçakale İcra Dairesi,180150587,AKÇAKALE MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR370001500158007300580407
Şanlıurfa,Akçakale,Akçakale İcra Dairesi,180150587,AKÇAKALE MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR290001500158007300580454
Şanlıurfa,Birecik,Birecik İcra Dairesi,1770044190,Birecik Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR870001500158007300583969
Şanlıurfa,Birecik,Birecik İcra Dairesi,1770044190,Birecik Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR870001500158007300583872
Şanlıurfa,Birecik,Birecik İcra Dairesi,1770044190,Birecik Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR140001500158007300583925
Şanlıurfa,Bozova,Bozova İcra Dairesi,4690358352,BOZOVA MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR160001500158007300577002
Şanlıurfa,Bozova,Bozova İcra Dairesi,4690358352,BOZOVA MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR730001500158007300577043
Şanlıurfa,Bozova,Bozova İcra Dairesi,4690358352,BOZOVA MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR840001500158007300576942
Şanlıurfa,Halfeti,Halfeti İcra Dairesi,4550102559,HALFETİ MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR750001500158007300584088
Şanlıurfa,Halfeti,Halfeti İcra Dairesi,4550102559,HALFETİ MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR130001500158007300584040
Şanlıurfa,Halfeti,Halfeti İcra Dairesi,4550102559,HALFETİ MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR850001500158007300584102
Şanlıurfa,Harran,Harran İcra Dairesi,4690441211,HARRAN MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR080001500158007300581026
Şanlıurfa,Harran,Harran İcra Dairesi,4690441211,HARRAN MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR200001500158007300581004
