il,ilce,mahalle,posta_kodu
Sinop,Saraydüzü,Cumatabaklı Köyü,57302
Sinop,Saraydüzü,Çalaplı Mah (Bahçeköy Köyü),57302
Sinop,Saraydüzü,Çalca Mah (Yaylacılı Köyü),57302
Sinop,Saraydüzü,Çampaşalı Köyü,57302
Sinop,Saraydüzü,Çevlik Mah (Yaylacılı Köyü),57302
Sinop,Saraydüzü,Çobanlı Mah (Asarcıkkayalı Köyü),57302
Sinop,Saraydüzü,Dere Mah (Başekin Köyü),57302
Sinop,Saraydüzü,Dimbiloglu Mah (Cumakayalı Köyü),57302
Sinop,Saraydüzü,Elicek Mah (Yaylacılı Köyü),57302
Sinop,Saraydüzü,Göynükören Köyü,57302
Sinop,Saraydüzü,Gülören Mah (Yenice Köyü),57302
Sinop,Saraydüzü,Güney Mah (Çalpınar Köyü),57302
Sinop,Saraydüzü,Gür Pınar Mah (Çalpınar Köyü),57302
Sinop,Saraydüzü,Gürlen Mah (Cumakayalı Köyü),57302
Sinop,Saraydüzü,Hacıçay Köyü,57302
Sinop,Saraydüzü,Hanoğlu Köyü,57302
Sinop,Saraydüzü,Hemitli Mah (Çorman Köyü),57302
Sinop,Saraydüzü,Kadıoğlu Mah (Bahçeköy Köyü),57302
Sinop,Saraydüzü,Kendirli Mah (Bahçeköy Köyü),57302
Sinop,Saraydüzü,Kışla Mah (Fakılı Köyü),57302
Sinop,Saraydüzü,Korucuk Köyü,57302
Sinop,Saraydüzü,Koruk Mah (Yukarıakpınar Köyü),57302
Sinop,Saraydüzü,Kozluca Mah (Zaimköy Köyü),57302
Sinop,Saraydüzü,Köçbeyendi Mah (Tepeköy Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Arım Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Asarcıkkayalı Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Bahçeköy Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Başekin Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Cumakayalı Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Çalpınar Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Çorman Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Fakılı Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Karaçaygöleti Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Tepeköy Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Yalmansaray Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Yaylacılı Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Yenice Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Yukarıakpınar Köyü),57302
Sinop,Saraydüzü,Merkez Mah (Zaimköy Köyü),57302
Sinop,Saraydüzü,Merkez Mahallesi,57300
Sinop,Saraydüzü,Orta Mah (Arım Köyü),57302
Sinop,Saraydüzü,Orta Mah (Başekin Köyü),57302
Sinop,Saraydüzü,Salmanlı Mah (Başekin Köyü),57302
Sinop,Saraydüzü,Sögütlü Mah (Cumakayalı Köyü),57302
Sinop,Saraydüzü,Şıh Mah (Yenice Köyü),57302
Sinop,Saraydüzü,Uluköy Köyü,57302
Sinop,Saraydüzü,Yonca Mah (Zaimköy Köyü),57302
Sinop,Saraydüzü,Yukarı Elicek Mah (Yaylacılı Köyü),57302
Sinop,Saraydüzü,Yukarı Mah (Bahşaşlı Köyü),57302
Sinop,Saraydüzü,Yukarıarım Köyü,57302
Sinop,Saraydüzü,Zeyve Mah (Bahşaşlı Köyü),57302
Sinop,Türkeli,Abaza Mah (Direkli Köyü),57902
Sinop,Türkeli,Aca Mah (Düz Köyü),57902
Sinop,Türkeli,Ağa Mah (Ayaz Köyü),57902
Sinop,Türkeli,Akbudak Mah (Taşgüney Köyü),57902
Sinop,Türkeli,Aktaş Mah (Taşgüney Köyü),57902
Sinop,Türkeli,Apdi Mah (Turhan Köyü),57902
Sinop,Türkeli,Araplar Mah (Çatakgüney Köyü),57902
Sinop,Türkeli,Arpatarlası Mah (Çatakgeriş Köyü),57902
Sinop,Türkeli,Aşağı Mah (Işıklı Köyü),57902
Sinop,Türkeli,Aşağı Marbel Mah (Akçabük Köyü),57902
Sinop,Türkeli,Aşağı Tarla Mah (Işıklı Köyü),57902
Sinop,Türkeli,Aşpişen Mah (Sazkışla Köyü),57902
Sinop,Türkeli,Ayan Çeşme Mah (Yusuflu Köyü),57902
Sinop,Türkeli,Aydağlar Mah (Çatakörencik Köyü),57902
Sinop,Türkeli,Aydınoğlu Mah (Sarmaşık Köyü),57902
Sinop,Türkeli,Balaycık Mah (Yusuflu Köyü),57902
Sinop,Türkeli,Baş Cible Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Başocak Mah (Düzler Köyü),57902
Sinop,Türkeli,Bekiroğlu Mah (Sarmaşık Köyü),57902
Sinop,Türkeli,Bilgili Mah (Alagöz Köyü),57902
Sinop,Türkeli,Birnit Mah (Turhan Köyü),57902
Sinop,Türkeli,Cami Yanı Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Cayla Mah (Düz Köyü),57902
Sinop,Türkeli,Celaller Mah (Çatakörencik Köyü),57902
Sinop,Türkeli,Cizmeci Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Cöve Mah (Düz Köyü),57902
Sinop,Türkeli,Çağlayan Mah (Oymayaka Köyü),57902
Sinop,Türkeli,Çarşamba Mah (Karabey Köyü),57902
Sinop,Türkeli,Çatakdüzü Mah (Karabey Köyü),57902
Sinop,Türkeli,Çay Mah (Ayaz Köyü),57902
Sinop,Türkeli,Çay Mah (Çatakgüney Köyü),57902
Sinop,Türkeli,Çay Mah (Turhan Köyü),57902
Sinop,Türkeli,Çayağzı Mah (Gencek Köyü),57902
Sinop,Türkeli,Çayırlar Mah (Hamamlı Köyü),57902
Sinop,Türkeli,Çayla Mah (Çatakgeriş Köyü),57902
Sinop,Türkeli,Çeşmeli Mah (Düzler Köyü),57902
Sinop,Türkeli,Çınar Mah (Satı Köyü),57902
Sinop,Türkeli,Çolaklar Mah (Işıklı Köyü),57902
Sinop,Türkeli,Çolakoğlu Mah (Sarmaşık Köyü),57902
Sinop,Türkeli,Çömez Mah (Kuşçular Köyü),57902
Sinop,Türkeli,Dayı Mah (Yazıcı Köyü),57902
Sinop,Türkeli,De Mah (Direkli Köyü),57902
Sinop,Türkeli,Değirmenönü Mah (Işıklı Köyü),57902
Sinop,Türkeli,Demirci Mah (Akçabük Köyü),57902
Sinop,Türkeli,Demirci Mah (Turhan Köyü),57902
Sinop,Türkeli,Demirkapı Mah (Kuz Köyü),57902
Sinop,Türkeli,Dibek Yanı Mah (Yazıcı Köyü),57902
Sinop,Türkeli,Düre Mah (Hacı Köyü),57902
Sinop,Türkeli,Düz Tarla Mah (Yazıcı Köyü),57902
Sinop,Türkeli,Ebe Mah (Sarmaşık Köyü),57902
Sinop,Türkeli,Ekse Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Emrelli Mah (Yusuflu Köyü),57902
Sinop,Türkeli,Erdoğdu Mah (Taşgüney Köyü),57902
Sinop,Türkeli,Eski Ayadon Mah (Direkli Köyü),57902
Sinop,Türkeli,Eyrek Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Fakıoğlu Mah (Ayaz Köyü),57902
Sinop,Türkeli,Gedoy Mah (Turhan Köyü),57902
Sinop,Türkeli,Gemiyanı Mahallesi,57900
Sinop,Türkeli,Gergü Mah (Çatakgüney Köyü),57902
Sinop,Türkeli,Geriş Harman Mah (Çatakgüney Köyü),57902
Sinop,Türkeli,Geriş Mah (Gündoğdu Köyü),57902
Sinop,Türkeli,Gölgeci Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Görköy Mah (Kayabaşı Köyü),57902
Sinop,Türkeli,Güllü Su Mah (Oymayaka Köyü),57902
Sinop,Türkeli,Gültepe Mah (Kuz Köyü),57902
Sinop,Türkeli,Gümle Mah (Çatakgeriş Köyü),57902
Sinop,Türkeli,Güney Mah (Turhan Köyü),57902
Sinop,Türkeli,Gürcüler Mah (Yapraklı Köyü),57902
Sinop,Türkeli,Güzelyurt Mahallesi,57900
Sinop,Türkeli,Hacılar Mah (Gündoğdu Köyü),57902
Sinop,Türkeli,Hamuzlar Mah (Çatakgeriş Köyü),57902
Sinop,Türkeli,Harmanyanı Mah (Düzler Köyü),57902
Sinop,Türkeli,Hasan Dağı Mah (Kuz Köyü),57902
Sinop,Türkeli,Hatip Mah (Çatakgüney Köyü),57902
Sinop,Türkeli,Hatip Mah (Taşgüney Köyü),57902
Sinop,Türkeli,Hocaköy Mah (Düzler Köyü),57902
Sinop,Türkeli,Hösgüden Mah (Gencek Köyü),57902
Sinop,Türkeli,Kabaoğlu Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Kabbez Mah (Işıklı Köyü),57902
Sinop,Türkeli,Kalaycı Mah (Yapraklı Köyü),57902
Sinop,Türkeli,Kapan Mah (Taçahmet Köyü),57902
Sinop,Türkeli,Karaşlar Mah (Yazıcı Köyü),57902
Sinop,Türkeli,Karşı Mah (Düz Köyü),57902
Sinop,Türkeli,Karşı Mah (Taçahmet Köyü),57902
Sinop,Türkeli,Karşı Mah (Yazıcı Köyü),57902
Sinop,Türkeli,Kaya Mah (Akçabük Köyü),57902
Sinop,Türkeli,Kayadibi Mah (Kayabaşı Köyü),57902
Sinop,Türkeli,Kayracı Mah (Kuşçular Köyü),57902
Sinop,Türkeli,Kestanecik Mah (Çatakgüney Köyü),57902
Sinop,Türkeli,Keş Köyü,57902
Sinop,Türkeli,Kıran Mah (Turhan Köyü),57902
Sinop,Türkeli,Kışla Mah (Sazkışla Köyü),57902
Sinop,Türkeli,Kilise Arkası Mah (Direkli Köyü),57902
Sinop,Türkeli,Koca Mah (Düz Köyü),57902
Sinop,Türkeli,Kocadüzü Mah (Taçahmet Köyü),57902
Sinop,Türkeli,Koz Sökü Mah (Kuşçular Köyü),57902
Sinop,Türkeli,Köseköy Mah (Çatakgeriş Köyü),57902
Sinop,Türkeli,Köseoğlu Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Köseretaşı Mah (Hacı Köyü),57902
Sinop,Türkeli,Kurtköy Mah (Yeşiloba Köyü),57902
Sinop,Türkeli,Kurvana Mah (Yeşiloba Köyü),57902
Sinop,Türkeli,Kuz Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Kuzgeçe Mah (Çatakörencik Köyü),57902
Sinop,Türkeli,Kütülep Mah (Çatakgeriş Köyü),57902
Sinop,Türkeli,Manav Mah (Yapraklı Köyü),57902
Sinop,Türkeli,Mantarlık Mah (Kuz Köyü),57902
Sinop,Türkeli,Memiş Mah (Yapraklı Köyü),57902
Sinop,Türkeli,Merkez Mah (Akçabük Köyü),57902
Sinop,Türkeli,Merkez Mah (Alagöz Köyü),57902
Sinop,Türkeli,Merkez Mah (Ayaz Köyü),57902
Sinop,Türkeli,Merkez Mah (Çatakgeriş Köyü),57902
Sinop,Türkeli,Merkez Mah (Çatakgüney Köyü),57902
Sinop,Türkeli,Merkez Mah (Çatakörencik Köyü),57902
Sinop,Türkeli,Merkez Mah (Direkli Köyü),57902
Sinop,Türkeli,Merkez Mah (Düz Köyü),57902
Sinop,Türkeli,Merkez Mah (Düzler Köyü),57902
Sinop,Türkeli,Merkez Mah (Gaziler Köyü),57902
Sinop,Türkeli,Merkez Mah (Gencek Köyü),57902
Sinop,Türkeli,Merkez Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Merkez Mah (Gündoğdu Köyü),57902
Sinop,Türkeli,Merkez Mah (Güzelkent Köyü),57902
Sinop,Türkeli,Merkez Mah (Hacı Köyü),57902
Sinop,Türkeli,Merkez Mah (Hamamlı Köyü),57902
Sinop,Türkeli,Merkez Mah (Kayabaşı Köyü),57902
Sinop,Türkeli,Merkez Mah (Kuşçular Köyü),57902
Sinop,Türkeli,Merkez Mah (Kuz Köyü),57902
Sinop,Türkeli,Merkez Mah (Oymayaka Köyü),57902
Sinop,Türkeli,Merkez Mah (Satı Köyü),57902
Sinop,Türkeli,Merkez Mah (Taçahmet Köyü),57902
Sinop,Türkeli,Merkez Mah (Taşgüney Köyü),57902
Sinop,Türkeli,Merkez Mah (Turhan Köyü),57902
Sinop,Türkeli,Merkez Mah (Yapraklı Köyü),57902
Sinop,Türkeli,Merkez Mah (Yazıcı Köyü),57902
Sinop,Türkeli,Merkez Mah (Yusuflu Köyü),57902
Sinop,Türkeli,Mita Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Okul Mah (Işıklı Köyü),57902
Sinop,Türkeli,Olupyanı Mah (Çatakgeriş Köyü),57902
Sinop,Türkeli,Orta Mah (Gündoğdu Köyü),57902
Sinop,Türkeli,Osmançayırı Mah (Çatakgeriş Köyü),57902
Sinop,Türkeli,Otca Mah (Çatakgeriş Köyü),57902
Sinop,Türkeli,Ovanaz Mah (Kayabaşı Köyü),57902
Sinop,Türkeli,Örenler Mah (Kayabaşı Köyü),57902
Sinop,Türkeli,Örey Mah (Hacı Köyü),57902
Sinop,Türkeli,Öte Mah (Gündoğdu Köyü),57902
Sinop,Türkeli,Öteköy Mah (Yapraklı Köyü),57902
Sinop,Türkeli,Palamar Mah (Karabey Köyü),57902
Sinop,Türkeli,Pazaryeri Mah (Yeşiloba Köyü),57902
Sinop,Türkeli,Reyfez Mah (Yeşiloba Köyü),57902
Sinop,Türkeli,Safranlı Mah (Karabey Köyü),57902
Sinop,Türkeli,Sahilkent Mah (Işıklı Köyü),57902
Sinop,Türkeli,Salah Mah (Çatakörencik Köyü),57902
Sinop,Türkeli,Sancaktaroğlu Mah (Akçabük Köyü),57902
Sinop,Türkeli,Sarpaca Mah (Yeşiloba Köyü),57902
Sinop,Türkeli,Satı Mah (Satı Köyü),57902
Sinop,Türkeli,Sazak Mah (Sazkışla Köyü),57902
Sinop,Türkeli,Semiye Mah (Turhan Köyü),57902
Sinop,Türkeli,Silahcı Mah (Taçahmet Köyü),57902
Sinop,Türkeli,Siyem Mah (Düz Köyü),57902
Sinop,Türkeli,Soğu Mah (Yeşiloba Köyü),57902
Sinop,Türkeli,Sökü Mah (Çatakgeriş Köyü),57902
Sinop,Türkeli,Sökü Mah (Yeşiloba Köyü),57902
Sinop,Türkeli,Suluçukur Mah (Sazkışla Köyü),57902
Sinop,Türkeli,Şavşat Mah (Sazkışla Köyü),57902
Sinop,Türkeli,Tavaca Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Teciroğlu Mah (Çatakörencik Köyü),57902
Sinop,Türkeli,Tümen Mah (Işıklı Köyü),57902
Sinop,Türkeli,Tümerkan Mahallesi,57900
Sinop,Türkeli,Yalı Mah (Gündoğdu Köyü),57902
Sinop,Türkeli,Yamayol Mah (Oymayaka Köyü),57902
Sinop,Türkeli,Yayla Mah (Gökçealan Köyü),57902
Sinop,Türkeli,Yazyurdu Mah (Gencek Köyü),57902
Sinop,Türkeli,Yeni Mah (Çatakgeriş Köyü),57902
Sinop,Türkeli,Yenice Mah (Kuz Köyü),57902
Sinop,Türkeli,Yılanlık Mah (Düzler Köyü),57902
Sinop,Türkeli,Yıldırım Mah (Yusuflu Köyü),57902
Sinop,Türkeli,Yorgancıoğlu Mah (Kuşçular Köyü),57902
Sinop,Türkeli,Yukarı Güney Mah (Çatakgüney Köyü),57902
Sinop,Türkeli,Yukarı Mah (Gündoğdu Köyü),57902
Sinop,Türkeli,Yukarı Mah (Işıklı Köyü),57902
Sinop,Türkeli,Yukarı Marbel Mah (Akçabük Köyü),57902
Sinop,Türkeli,Yukarı Usva Mah (Satı Köyü),57902
Sivas,Akıncılar,Abdurrahman Köyü,58552
Sivas,Akıncılar,Altıntepe Mahallesi,58550
Sivas,Akıncılar,Aşağıyeniköy Köyü,58552
Sivas,Akıncılar,Avşar Köyü,58552
Sivas,Akıncılar,Aziz Mah (Ikizyurt Köyü),58552
Sivas,Akıncılar,Balçık Köyü,58552
Sivas,Akıncılar,Ballıdere Köyü,58552
Sivas,Akıncılar,Bulak Mah (Ballıdere Köyü),58552
Sivas,Akıncılar,Cumhuriyet Mahallesi,58550
Sivas,Akıncılar,Çiçekli Köyü,58552
Sivas,Akıncılar,Çörengeç Mah (Balçık Köyü),58552
Sivas,Akıncılar,Derecik Köyü,58552
Sivas,Akıncılar,Doğantepe Köyü,58552
Sivas,Akıncılar,Dündar Köyü,58552
Sivas,Akıncılar,Ekenek Köyü,58552
Sivas,Akıncılar,Elibüyük Köyü,58552
Sivas,Akıncılar,Eskibağ Köyü,58552
Sivas,Akıncılar,Geyikpınar Köyü,58552
Sivas,Akıncılar,Göllüce Köyü,58552
Sivas,Akıncılar,Gönen Mahallesi,58550
Sivas,Akıncılar,Haremuşağı Mah (Aşağıyeniköy Köyü),58552
Sivas,Akıncılar,Ikizyurt Köyü,58552
Sivas,Akıncılar,Kavak Köyü,58552
Sivas,Akıncılar,Kayı Köyü,58552
Sivas,Akıncılar,Kılıç Köyü,58552
Sivas,Akıncılar,Onarı Köyü,58552
Sivas,Akıncılar,Ortaköy Köyü,58552
Sivas,Akıncılar,Sapanlı Köyü,58552
Sivas,Akıncılar,Sevindik Köyü,58552
Sivas,Akıncılar,Sıyrındı Köyü,58552
Sivas,Akıncılar,Şenbağlar Köyü,58552
Sivas,Akıncılar,Tırçik Mah (Ballıdere Köyü),58552
Sivas,Akıncılar,Uğrunca Köyü,58552
Sivas,Akıncılar,Üzengi Köyü,58552
Sivas,Akıncılar,Yağlıçayır Köyü,58552
Sivas,Akıncılar,Yayla Mahallesi,58550
Sivas,Akıncılar,Yeni Mahallesi,58550
Sivas,Akıncılar,Yeşilyazı Mahallesi,58550
Sivas,Akıncılar,Yukarı Mahallesi,58550
Sivas,Akıncılar,Yukarısarıca Köyü,58552
Sivas,Akıncılar,Yusufşeyh Köyü,58552
Sivas,Akıncılar,Yünlüce Köyü,58552
Sivas,Altınyayla,Aydın Mahallesi,58470
Sivas,Altınyayla,Başören Mah (Deliilyas Köyü),58472
Sivas,Altınyayla,Başyayla Köyü,58472
Sivas,Altınyayla,Bayındır Mah (Bayındır Köyü),58472
Sivas,Altınyayla,Doğupınar Köyü,58472
Sivas,Altınyayla,Gaziosmanpaşa Mah (Deliilyas Köyü),58472
Sivas,Altınyayla,Gümüşdiğin Köyü,58472
Sivas,Altınyayla,Güzeloğlan Köyü,58472
Sivas,Altınyayla,Harmandalı Köyü,58472
Sivas,Altınyayla,Kale Mahallesi,58470
Sivas,Altınyayla,Kızılhüyük Köyü,58472
Sivas,Altınyayla,Kürkçüyurt Köyü,58472
Sivas,Altınyayla,Merkez Mah (Deliilyas Köyü),58472
Sivas,Altınyayla,Mutubey Köyü,58472
Sivas,Altınyayla,Paşaköy Köyü,58472
Sivas,Altınyayla,Rıfat Öçten Mahallesi,58470
Sivas,Altınyayla,Serinyayla Köyü,58472
Sivas,Altınyayla,Şafak Mahallesi,58470
Sivas,Altınyayla,Şekerpınarı Mah (Kürkçüyurt Köyü),58472
Sivas,Altınyayla,Tahyurt Köyü,58472
Sivas,Altınyayla,Taşlıhüyük Köyü,58472
Sivas,Altınyayla,Yassıpınar Mah (Deliilyas Köyü),58472
Sivas,Altınyayla,Yeşilyurt Mah (Deliilyas Köyü),58472
Sivas,Divriği,Abuçimen Mahallesi,58300
Sivas,Divriği,Acıgöz Mah (Tepehan Köyü),58302
Sivas,Divriği,Adatepe Köyü,58302
Sivas,Divriği,Ağaçlıgöl Köyü,58302
Sivas,Divriği,Ağar Mah (Kayacık Köyü),58302
Sivas,Divriği,Ağcadam Mah (Bayırlı Köyü),58302
Sivas,Divriği,Ahi Mah (Güneyevler Köyü),58302
Sivas,Divriği,Ahmetler Mah (Susuzlar Köyü),58302
Sivas,Divriği,Ahmetören Mah (Incirlipınar Köyü),58302
Sivas,Divriği,Ahmetpaşa Mahallesi,58300
Sivas,Divriği,Akağıl Mah (Kırkgöz Köyü),58302
Sivas,Divriği,Akbaba Köyü,58302
Sivas,Divriği,Akmeşe Köyü,58302
Sivas,Divriği,Akpelit Köyü,58302
Sivas,Divriği,Apsal Mah (Karakale Köyü),58302
Sivas,Divriği,Arhusu Mahallesi,58300
Sivas,Divriği,Arıkbaşı Köyü,58302
Sivas,Divriği,Aşağıhamam Mahallesi,58300
Sivas,Divriği,Atmalıoğlu Köyü,58302
Sivas,Divriği,Avşarcık Köyü,58302
Sivas,Divriği,Bağdere Mah (Oyuktepe Köyü),58302
Sivas,Divriği,Bahçeli Köyü,58302
Sivas,Divriği,Bahtiyar Köyü,58302
Sivas,Divriği,Balova Köyü,58302
Sivas,Divriği,Başmuhtar Mah (Bayırlı Köyü),58302
Sivas,Divriği,Başören Köyü,58302
Sivas,Divriği,Bayırlı Köyü,58302
Sivas,Divriği,Bayırüstü Köyü,58302
Sivas,Divriği,Beldibi Köyü,58302
Sivas,Divriği,Beyköy Köyü,58302
Sivas,Divriği,Burmahan Mah (Duruköy Köyü),58302
Sivas,Divriği,Ceditpaşa Mahallesi,58300
Sivas,Divriği,Çakırağa Köyü,58302
Sivas,Divriği,Çakırtarla Köyü,58302
Sivas,Divriği,Çakmakdüzü Köyü,58302
Sivas,Divriği,Çaltı Mah (Çobandurağı Köyü),58302
Sivas,Divriği,Çamlık Köyü,58302
Sivas,Divriği,Çamurlu Köyü,58302
Sivas,Divriği,Çartıl Mah (Güvenkaya Köyü),58302
Sivas,Divriği,Çatılı Mah (Çamlık Köyü),58302
Sivas,Divriği,Çayören Köyü,58302
Sivas,Divriği,Çayözü Köyü,58302
Sivas,Divriği,Çevirme Mah (Mursal Köyü),58302
Sivas,Divriği,Çiğdemli Köyü,58302
Sivas,Divriği,Çitme Köyü,58302
Sivas,Divriği,Çobandurağı Köyü,58302
Sivas,Divriği,Çobanlı Mah (Üçpınar Köyü),58302
Sivas,Divriği,Çokmeşat Mah (Mursal Köyü),58302
Sivas,Divriği,Çukuröz Köyü,58302
Sivas,Divriği,Dam Mah (Kaledibi Köyü),58302
Sivas,Divriği,Dazlak Mah (Çiğdemli Köyü),58302
Sivas,Divriği,Demirdağ Köyü,58302
Sivas,Divriği,Demirdağ Mahallesi,58300
Sivas,Divriği,Derekaya Mah (Susuzlar Köyü),58302
Sivas,Divriği,Derimli Köyü,58302
Sivas,Divriği,Dikmeçay Köyü,58302
Sivas,Divriği,Diktaş Köyü,58302
Sivas,Divriği,Dillioğlu Mahallesi,58300
Sivas,Divriği,Dişbudak Köyü,58302
Sivas,Divriği,Dişler Mah (Mursal Köyü),58302
Sivas,Divriği,Doğan Mah (Çamlık Köyü),58302
Sivas,Divriği,Doğancık Mah (Uzunbağ Köyü),58302
Sivas,Divriği,Dolaçayı Mah (Çayözü Köyü),58302
Sivas,Divriği,Dumluca Köyü,58302
Sivas,Divriği,Duruköy Köyü,58302
Sivas,Divriği,Eğrisu Köyü,58302
Sivas,Divriği,Ekinbaşı Köyü,58302
Sivas,Divriği,Erikli Köyü,58302
Sivas,Divriği,Eskibeyli Köyü,58302
Sivas,Divriği,Gedikbaşı Köyü,58302
Sivas,Divriği,Gezey Köyü,58302
Sivas,Divriği,Gökçebel Köyü,58302
Sivas,Divriği,Gökçecamii Mahallesi,58300
Sivas,Divriği,Gökçeharman Köyü,58302
Sivas,Divriği,Gölören Köyü,58302
Sivas,Divriği,Göndüren Köyü,58302
Sivas,Divriği,Görgüren Mah (Karakale Köyü),58302
Sivas,Divriği,Gözecik (Merkez Bucağı) Köyü,58302
Sivas,Divriği,Gözecik (Sincan Bucağı) Köyü,58302
Sivas,Divriği,Güçlü Mah (Yeşilyol Köyü),58302
Sivas,Divriği,Güdge Mah (Eskibeyli Köyü),58302
Sivas,Divriği,Güllübağ Mahallesi,58300
Sivas,Divriği,Güllüce Köyü,58302
Sivas,Divriği,Günbahçe Köyü,58302
Sivas,Divriği,Güneş Köyü,58302
Sivas,Divriği,Güneştepe Mah (Susuzlar Köyü),58302
Sivas,Divriği,Güneyevler Köyü,58302
Sivas,Divriği,Güresin Köyü,58302
Sivas,Divriği,Gürpınar Köyü,58302
Sivas,Divriği,Güvenkaya Köyü,58302
Sivas,Divriği,Güvenli Mah (Gedikbaşı Köyü),58302
Sivas,Divriği,Hacıboşlar Mah (Yeşilyol Köyü),58302
Sivas,Divriği,Hacıkumru Mahallesi,58300
Sivas,Divriği,Hacıosmanmescidi Mahallesi,58300
Sivas,Divriği,Halilbey Mah (Güllüce Köyü),58302
Sivas,Divriği,Hamuçimen Mah (Çayözü Köyü),58302
Sivas,Divriği,Handere Köyü,58302
Sivas,Divriği,Höbek Köyü,58302
Sivas,Divriği,Ikizbaşak Köyü,58302
Sivas,Divriği,Ilıca Mah (Susuzlar Köyü),58302
Sivas,Divriği,Imamoğlu Mahallesi,58300
Sivas,Divriği,Imirhan Köyü,58302
Sivas,Divriği,Inanlı Köyü,58302
Sivas,Divriği,Inanlı Mah (Yalnızsöğüt Köyü),58302
Sivas,Divriği,Incirlipınar Köyü,58302
Sivas,Divriği,Istasyon Mah (Güneş Köyü),58302
Sivas,Divriği,Kahraman Mah (Çayözü Köyü),58302
Sivas,Divriği,Kahramanlar Mah (Çayözü Köyü),58302
Sivas,Divriği,Kale Mahallesi,58300
Sivas,Divriği,Kalealtı Mahallesi,58300
Sivas,Divriği,Kalederesi Mah (Çayözü Köyü),58302
Sivas,Divriği,Kaledibi Köyü,58302
Sivas,Divriği,Karaağaçlı Köyü,58302
Sivas,Divriği,Karaali Mah (Maltepe Köyü),58302
Sivas,Divriği,Karakale Köyü,58302
Sivas,Divriği,Karakaya Mah (Mursal Köyü),58302
Sivas,Divriği,Karakuzulu Köyü,58302
Sivas,Divriği,Karamahmut Mahallesi,58300
Sivas,Divriği,Karaman Köyü,58302
Sivas,Divriği,Karasar Köyü,58302
Sivas,Divriği,Karasarbeli Mah (Karasar Köyü),58302
Sivas,Divriği,Karayusuf Mahallesi,58300
Sivas,Divriği,Karşıkonak Köyü,58302
Sivas,Divriği,Karyağan Mah (Tepehan Köyü),58302
Sivas,Divriği,Kavaklısu Köyü,58302
Sivas,Divriği,Kayaburun Köyü,58302
Sivas,Divriği,Kayacık Köyü,58302
Sivas,Divriği,Kaygısız Mah (Gölören Köyü),58302
Sivas,Divriği,Keçikaya Köyü,58302
Sivas,Divriği,Keklikpınar Mah (Gökçeharman Köyü),58302
Sivas,Divriği,Kekliktepe Köyü,58302
Sivas,Divriği,Kemenkeş Mahallesi,58300
Sivas,Divriği,Kesme Köyü,58302
Sivas,Divriği,Kımıllar Mah (Susuzlar Köyü),58302
Sivas,Divriği,Kırkgöz Köyü,58302
Sivas,Divriği,Kızılcaören Köyü,58302
Sivas,Divriği,Kocapaşa Mahallesi,58300
Sivas,Divriği,Konak Mah (Beldibi Köyü),58302
Sivas,Divriği,Kozlu Mah (Erikli Köyü),58302
Sivas,Divriği,Kozluca Mah (Çayözü Köyü),58302
Sivas,Divriği,Körküsü Mah (Derimli Köyü),58302
Sivas,Divriği,Kuluncak Köyü,58302
Sivas,Divriği,Kutlu Mah (Maltepe Köyü),58302
Sivas,Divriği,Küçük Hüseyin Mahallesi,58300
Sivas,Divriği,Kültürlü Mahallesi,58300
Sivas,Divriği,Maden Mahallesi,58300
Sivas,Divriği,Madenli Köyü,58302
Sivas,Divriği,Maltepe Köyü,58302
Sivas,Divriği,Mercantepe Mahallesi,58300
Sivas,Divriği,Mikail Mah (Mursal Köyü),58302
Sivas,Divriği,Mursal Köyü,58302
Sivas,Divriği,Oğulbey Köyü,58302
Sivas,Divriği,Olukman Köyü,58302
Sivas,Divriği,Ortaköy Köyü,58302
Sivas,Divriği,Ovacık Köyü,58302
Sivas,Divriği,Oyuktepe Köyü,58302
Sivas,Divriği,Ödek Köyü,58302
Sivas,Divriği,Ölçekli Köyü,58302
